image,mask
RIGA/Magrabia/MagrabiaMale/image28.tif,RIGA-mask/Magrabia/MagrabiaMale/image28.tif
RIGA/Magrabia/MagrabiaMale/image29.tif,RIGA-mask/Magrabia/MagrabiaMale/image29.tif
RIGA/Magrabia/MagrabiaMale/image3.tif,RIGA-mask/Magrabia/MagrabiaMale/image3.tif
RIGA/Magrabia/MagrabiaMale/image30.tif,RIGA-mask/Magrabia/MagrabiaMale/image30.tif
RIGA/Magrabia/MagrabiaMale/image31.tif,RIGA-mask/Magrabia/MagrabiaMale/image31.tif
RIGA/Magrabia/MagrabiaMale/image32.tif,RIGA-mask/Magrabia/MagrabiaMale/image32.tif
RIGA/Magrabia/MagrabiaMale/image33.tif,RIGA-mask/Magrabia/MagrabiaMale/image33.tif
RIGA/Magrabia/MagrabiaMale/image35.tif,RIGA-mask/Magrabia/MagrabiaMale/image35.tif
RIGA/Magrabia/MagrabiaMale/image36.tif,RIGA-mask/Magrabia/MagrabiaMale/image36.tif
RIGA/Magrabia/MagrabiaMale/image37.tif,RIGA-mask/Magrabia/MagrabiaMale/image37.tif
RIGA/Magrabia/MagrabiaMale/image38.tif,RIGA-mask/Magrabia/MagrabiaMale/image38.tif
RIGA/Magrabia/MagrabiaMale/image39.tif,RIGA-mask/Magrabia/MagrabiaMale/image39.tif
RIGA/Magrabia/MagrabiaMale/image4.tif,RIGA-mask/Magrabia/MagrabiaMale/image4.tif
RIGA/Magrabia/MagrabiaMale/image40.tif,RIGA-mask/Magrabia/MagrabiaMale/image40.tif
RIGA/Magrabia/MagrabiaMale/image41.tif,RIGA-mask/Magrabia/MagrabiaMale/image41.tif
RIGA/Magrabia/MagrabiaMale/image42.tif,RIGA-mask/Magrabia/MagrabiaMale/image42.tif
RIGA/Magrabia/MagrabiaMale/image43.tif,RIGA-mask/Magrabia/MagrabiaMale/image43.tif
RIGA/Magrabia/MagrabiaMale/image44.tif,RIGA-mask/Magrabia/MagrabiaMale/image44.tif
RIGA/Magrabia/MagrabiaMale/image45.tif,RIGA-mask/Magrabia/MagrabiaMale/image45.tif
RIGA/Magrabia/MagrabiaMale/image47.tif,RIGA-mask/Magrabia/MagrabiaMale/image47.tif
RIGA/Magrabia/MagrabiaMale/image5.tif,RIGA-mask/Magrabia/MagrabiaMale/image5.tif
RIGA/Magrabia/MagrabiaMale/image6.tif,RIGA-mask/Magrabia/MagrabiaMale/image6.tif
RIGA/Magrabia/MagrabiaMale/image7.tif,RIGA-mask/Magrabia/MagrabiaMale/image7.tif
RIGA/Magrabia/MagrabiaMale/image8.tif,RIGA-mask/Magrabia/MagrabiaMale/image8.tif
RIGA/Magrabia/MagrabiaMale/image9.tif,RIGA-mask/Magrabia/MagrabiaMale/image9.tif
